vendor_id,avg_monthly_upi_inflow,upi_inflow_trend_pct,upi_inflow_volatility,upi_txn_count_monthly,avg_ticket_size,gig_order_volume_monthly,gig_order_trend_pct,business_vintage_months,bank_account_tenure_months,cash_recycling_score,existing_credit_lines,seasonal_dependency_index,gst_registered,epfo_active,label
V01272,117193.0,1.129067774171507,0.10639704331460881,361.0,325.0,344.0,3.8471733344992414,39.0,38.0,0.10425183525802156,1,0.379,0,0,0
V01273,75511.0,0.3953770827506381,0.07150673606402189,245.0,308.0,356.0,-0.14717736350080668,39.0,40.0,0.16227996697177932,0,0.23,0,0,0
V01274,79329.0,-0.036424389187179385,0.2876365532178,412.0,192.0,254.0,-0.01758032601600612,26.0,24.0,0.6312178410404384,1,0.341,0,0,0
V01275,76753.0,2.3157220006503625,0.07639805984789198,457.0,168.0,250.0,-2.9542907781111594,31.0,34.0,0.06586506862444436,0,0.157,0,0,0
V01276,90123.0,0.09523217708836755,0.11702976794121182,160.0,564.0,199.0,-0.06423578438756361,32.0,32.0,0.16159741930067345,0,0.249,0,0,0
V01277,98946.0,1.2300527885512333,0.10060285386661252,390.0,254.0,338.0,-0.7075899696850011,19.0,15.0,0.03617928412834982,1,0.22,0,0,0
V01278,112538.0,0.1769043817026,0.14346565005302847,412.0,273.0,261.0,-0.5647746899765258,31.0,30.0,0.0,0,0.313,0,0,0
V01279,82413.0,-3.8741472158298285,0.12211340322599745,215.0,384.0,40.0,-3.8551829788351992,43.0,43.0,0.03827221439808124,0,0.155,0,0,0
V01280,79911.0,-2.0703201000018487,0.2938441209866022,353.0,226.0,199.0,-3.1140852188113337,30.0,23.0,0.6770360332758688,2,0.468,1,0,1
V01281,93237.0,-0.33429987144872375,0.10961570260938992,313.0,297.0,256.0,-0.25992983739917785,28.0,24.0,0.13294111690603877,0,0.206,0,1,0
V01282,72668.0,-6.048641235585139,0.19869796907204643,398.0,182.0,274.0,-4.674242895571462,18.0,20.0,0.5200122253326281,2,0.602,0,0,1
V01283,123901.0,-0.2495576518051743,0.5171633287275693,421.0,295.0,140.0,-2.1984294976773517,25.0,24.0,0.2912490868670249,1,0.686,1,0,1
V01284,94117.0,2.611319128011696,0.12656342527100586,197.0,477.0,286.0,4.362895670592687,13.0,8.0,0.1779778824542545,0,0.21,0,0,0
V01285,109440.0,-2.9308992968101544,0.16126958209749104,311.0,352.0,166.0,-2.842422916943068,37.0,33.0,0.6105552594220113,3,0.197,0,0,1
V01286,107327.0,-0.8540982827971317,0.629658666847707,285.0,377.0,318.0,1.7990409018532256,30.0,25.0,0.22464305828643671,3,0.213,0,0,1
V01287,101597.0,-6.258670959854393,0.35698923548067224,348.0,292.0,262.0,-3.917588934671915,17.0,20.0,0.33507110615838664,6,0.479,1,0,1
V01288,89351.0,-0.49242020690853716,0.38799431053002564,519.0,172.0,260.0,-7.887650833882005,20.0,20.0,0.39185649372917164,2,0.462,0,0,1
V01289,67166.0,-2.750441033839981,0.2939416851686299,325.0,207.0,69.0,-0.9588431113484019,35.0,30.0,0.5252115542203306,1,0.0,0,0,1
V01290,77803.0,0.6477759644625802,0.20537291159370336,308.0,253.0,376.0,-4.459296317264599,5.0,5.0,0.360880973151176,3,0.19,0,0,1
V01291,109489.0,-5.678764788043591,0.18791420784540336,395.0,277.0,95.0,-4.5618149873144365,18.0,18.0,0.6244588587207767,2,0.598,0,0,1
V01292,100437.0,0.011827808934768758,0.10945301797039354,343.0,292.0,261.0,0.5782508403258073,26.0,22.0,0.07303970964912304,0,0.096,0,0,1
V01293,117405.0,0.6657028155019032,0.021336670645639155,417.0,282.0,315.0,0.28012367905151825,55.0,54.0,0.021844822513869475,0,0.378,0,0,0
V01294,129825.0,0.35567675173354063,0.330747697029382,329.0,394.0,374.0,-9.473617355865212,21.0,20.0,0.4638245375384361,0,0.334,0,0,1
V01295,62826.0,-0.903079249677456,0.06209035232555726,272.0,231.0,287.0,4.347367057798599,40.0,39.0,0.22279178474198108,0,0.344,1,0,0
V01296,73642.0,-5.328309397502256,0.4705486830719834,265.0,278.0,261.0,-5.256045571022652,13.0,7.0,0.6358604514913989,3,0.499,0,0,1
V01297,104347.0,3.3781988596072363,0.11302457298608136,398.0,262.0,265.0,-1.4220309493895207,26.0,21.0,0.05600838578380124,0,0.245,0,0,0
V01298,74264.0,-7.583916646019999,0.27097450326049555,578.0,128.0,172.0,0.3117015509415705,18.0,22.0,0.696304052668405,2,0.375,0,0,1
V01299,86239.0,-3.073896602922132,0.19765758888353135,276.0,313.0,307.0,-1.3642522373678743,32.0,32.0,0.4169648750875133,3,0.619,0,0,1
V01300,124274.0,0.35513763543687116,0.10403499490985442,248.0,502.0,248.0,0.9727990091672618,24.0,21.0,0.09238527484117826,0,0.224,0,0,0
V01301,75944.0,2.9598171991736506,0.18002037660773287,376.0,202.0,212.0,1.5963621889663104,39.0,36.0,0.08731004664228782,0,0.283,0,0,0
V01302,89833.0,-6.128723963655428,0.3242612417071906,578.0,155.0,103.0,-6.140116897550604,51.0,46.0,0.40086654006280953,1,0.242,0,0,1
V01303,64615.0,2.368768619330832,0.0883987926179111,362.0,178.0,334.0,0.7514492107518469,46.0,42.0,0.1720137351558336,0,0.272,0,0,0
V01304,82947.0,-1.346655128742078,0.10042204917272404,248.0,334.0,382.0,0.24078804434627854,4.0,2.0,0.12104015851108574,0,0.113,0,0,0
V01305,101519.0,-0.28862305759491447,0.11205606269928338,400.0,254.0,254.0,-2.4784899913393366,37.0,36.0,0.28773220706170244,1,0.072,0,0,0
V01306,86350.0,-0.5813721345332798,0.14203247284466095,257.0,336.0,269.0,-2.00733764871308,31.0,33.0,0.2101198323675513,2,0.223,0,1,1
V01307,74180.0,-2.6642770107088687,0.24578619171564528,574.0,129.0,221.0,-2.6930107262656215,33.0,30.0,0.2831869450917282,3,0.208,1,0,1
V01308,67085.0,-0.18418505142759217,0.18749699610151238,317.0,212.0,274.0,-2.8762931062264965,17.0,18.0,0.3070556157235611,2,0.507,0,0,1
V01309,87388.0,-2.8640610366838017,0.2925323236001364,392.0,223.0,248.0,-0.5113867012171422,2.0,1.0,0.45137662939317824,2,0.331,1,0,0
V01310,95285.0,-3.368688554984507,0.06382366778924313,173.0,550.0,272.0,-2.1858581467330036,17.0,13.0,0.10770902478277325,0,0.261,0,0,0
V01311,140094.0,-3.012358575924479,0.39350531761682706,325.0,430.0,223.0,-1.8797660952027617,20.0,21.0,0.651120562920711,2,0.432,0,0,1
V01312,107061.0,-0.7330081305875769,0.1248648385701806,274.0,391.0,231.0,0.2550703734902788,11.0,10.0,0.033917733164321756,1,0.047,1,0,1
V01313,118933.0,-10.490141867504999,0.3384669033329139,307.0,388.0,180.0,-10.772967532783632,2.0,4.0,0.3879633359119958,1,0.595,0,0,1
V01314,56679.0,-1.027618918499336,0.2879159781845833,359.0,158.0,203.0,-1.114691141292493,35.0,33.0,0.3931367573545718,1,0.485,0,0,1
V01315,67395.0,-0.7260492725794127,0.10686083138486352,263.0,256.0,246.0,-0.4677614061838714,50.0,46.0,0.067930845217952,0,0.254,0,0,0
V01316,81866.0,-2.098445075340053,0.16858989015556353,289.0,284.0,202.0,-4.866092100634043,50.0,49.0,0.20314448529874282,3,0.081,0,0,1
V01317,90013.0,-5.512421585548215,0.5491927632007765,270.0,333.0,233.0,-1.8187761798807358,26.0,24.0,0.4864962454259176,1,0.697,0,0,1
V01318,69743.0,0.2164675316378848,0.02,429.0,163.0,330.0,0.3164491473730783,35.0,26.0,0.2219011360659494,0,0.272,0,0,0
V01319,99703.0,1.133637123453188,0.1878642145414407,441.0,226.0,313.0,-1.9296277521061127,48.0,45.0,0.14606319278901356,1,0.18,0,1,0
V01320,102877.0,1.1563046516961997,0.16887801601715194,192.0,535.0,342.0,1.7039618679652047,17.0,20.0,0.11506554665993224,0,0.372,0,0,0
V01321,65316.0,5.577648873036899,0.1249187547195455,325.0,201.0,335.0,1.5139438187951852,30.0,29.0,0.08771253047399458,0,0.346,0,0,0
V01322,21321.0,4.22456433951689,0.4241296802182457,362.0,59.0,196.0,0.8422813654039047,9.0,9.0,0.4408912843956299,5,0.285,0,0,1
V01323,78572.0,0.9309117560065215,0.13844750100793762,316.0,248.0,159.0,-0.46545866897459387,27.0,26.0,0.0,0,0.159,1,0,0
V01324,47084.0,0.7036844918435106,0.02,430.0,110.0,287.0,5.709553261859173,35.0,29.0,0.0,0,0.272,0,0,0
V01325,99292.0,-3.0696142428163977,0.24766683757207975,144.0,689.0,269.0,-7.2397666718898375,34.0,35.0,0.3168505159780411,1,0.646,0,0,1
V01326,86429.0,-1.0032001168694489,0.31121861242215265,265.0,326.0,284.0,-6.2152161791403815,20.0,19.0,0.30938122482790537,4,0.692,0,1,1
V01327,94907.0,1.0238246056457145,0.056853373967343176,93.0,1022.0,243.0,1.9681663317092442,40.0,39.0,0.13072249725081408,0,0.314,0,0,0
V01328,99579.0,3.0636884672364757,0.14204152248045065,184.0,541.0,258.0,-1.9818893626195764,14.0,8.0,0.059454125664178875,1,0.229,0,0,0
V01329,87866.0,0.3705374443809046,0.02,322.0,273.0,266.0,-3.070795222747472,32.0,31.0,0.07577424348384151,0,0.107,1,0,0
V01330,114779.0,-0.5350844842317273,0.048397912012770994,340.0,337.0,302.0,-0.16809159101053417,49.0,52.0,0.06087674637077493,0,0.218,0,0,0
V01331,87623.0,0.6411385558708833,0.09367517873394336,328.0,267.0,261.0,0.2919755613477041,23.0,25.0,0.058151596096705505,1,0.259,0,0,0
V01332,106213.0,-5.452130572095516,0.20727561625982976,229.0,464.0,119.0,1.0473173560669324,40.0,40.0,0.6328114828030059,0,0.378,1,1,1
V01333,59877.0,1.0676637850970696,0.07953632391353466,297.0,202.0,227.0,-0.038574408192990184,21.0,23.0,0.04100510498402431,1,0.146,0,0,1
V01334,24790.0,-5.5905712497020765,0.29129160448049035,209.0,119.0,164.0,-8.831674435703782,30.0,34.0,0.5574904766857629,1,0.265,0,0,1
V01335,71412.0,2.9236009311846662,0.23086227878279741,284.0,251.0,354.0,1.560729896947159,2.0,3.0,0.33520723361704485,2,0.627,0,1,1
V01336,129772.0,-0.024537269006802476,0.025861743341687546,265.0,491.0,202.0,-0.6591172562613683,30.0,25.0,0.0,1,0.194,0,0,0
V01337,75296.0,-0.8146697171577686,0.28958590086109304,528.0,143.0,333.0,-5.11410517770161,48.0,50.0,0.6811698449069266,3,0.0,0,0,1
V01338,34178.0,-2.540583554511393,0.1685886686672613,366.0,94.0,267.0,0.8043197843338463,17.0,19.0,0.09951329160478752,0,0.065,0,0,0
V01339,79445.0,-0.6889256296856757,0.045428963274393115,151.0,526.0,242.0,-0.481765717665841,29.0,33.0,0.0,1,0.207,0,0,0
V01340,87794.0,-5.241047708930616,0.16280148404710754,305.0,288.0,317.0,-2.0116300955973534,9.0,4.0,0.6263413755356871,3,0.344,0,0,0
V01341,72801.0,-4.095255453163786,0.43853922179424615,315.0,231.0,249.0,-1.3243760042030903,16.0,21.0,0.4924279840860876,0,0.363,0,1,1
V01342,80207.0,-3.0402967604747664,0.34465997125539877,412.0,195.0,285.0,-6.67533696618703,24.0,25.0,0.6835826546867446,1,0.593,1,0,1
V01343,74413.0,-1.419331411714384,0.13091617184496593,444.0,168.0,437.0,-2.3948190239942235,51.0,50.0,0.014162988457852313,0,0.097,1,0,0
V01344,71437.0,-1.8874646889548599,0.38186820673494315,328.0,218.0,151.0,-1.3068061562899782,32.0,28.0,0.46164078026744854,2,0.22,0,0,1
V01345,99742.0,-0.9346881894805386,0.09221970358770767,245.0,407.0,193.0,0.8306045834853406,14.0,13.0,0.10724231740849985,0,0.238,0,0,0
V01346,108475.0,-0.6334944262545278,0.2769638806468206,218.0,498.0,183.0,-3.890887046611278,11.0,10.0,0.8518133934500145,0,0.579,0,0,1
V01347,69017.0,-4.562964327105878,0.42566442907116153,353.0,196.0,252.0,-2.442938348627205,24.0,21.0,0.759508939653933,1,0.575,0,0,1
V01348,83205.0,3.0371075727892904,0.07791734770858051,280.0,298.0,192.0,0.2376087529228727,13.0,13.0,0.10615964920525406,0,0.177,0,0,0
V01349,32424.0,-1.9645844775540802,0.2473440731943203,311.0,104.0,146.0,-8.64763525375953,11.0,10.0,0.5219615107995154,4,0.353,0,0,1
V01350,38095.0,0.9399872697473366,0.02,186.0,205.0,241.0,4.396788174564373,27.0,26.0,0.007204001156155033,0,0.162,0,0,0
V01351,102288.0,-5.91051190113635,0.39234310216917734,344.0,297.0,285.0,-4.298925662680069,17.0,14.0,0.2140644169978422,2,0.397,0,0,1
V01352,43936.0,-1.9897366673794654,0.30126400898915806,399.0,110.0,306.0,-3.4777673750209583,27.0,22.0,0.4538944378490491,2,0.38,0,0,1
V01353,66577.0,2.28168918957562,0.16956981859546708,373.0,179.0,122.0,0.9398583268608458,26.0,23.0,0.1486228428547678,1,0.316,0,0,0
V01354,85856.0,6.20981048479079,0.0394303196461451,226.0,380.0,237.0,3.434786814561218,33.0,35.0,0.11879959473799855,1,0.491,0,0,0
V01355,56782.0,1.06991212683563,0.02,464.0,122.0,145.0,-0.10967520307714196,4.0,3.0,0.17851498026315352,1,0.525,0,0,0
V01356,83366.0,-3.590083711663218,0.3792253720113334,241.0,346.0,163.0,-5.04388459607611,2.0,1.0,0.722472408729045,0,0.271,0,0,0
V01357,88883.0,-0.2985872553600514,0.13555947280358596,196.0,453.0,242.0,-0.769512029884005,51.0,47.0,0.20977198342145367,0,0.279,0,0,0
V01358,89329.0,1.7389607620803083,0.15399939635532905,421.0,212.0,227.0,-1.296015871589761,9.0,5.0,0.08144037066094094,1,0.134,0,0,0
V01359,95576.0,4.020828700179926,0.11365431026475248,576.0,166.0,248.0,4.946694992513404,22.0,22.0,0.03237971727119346,0,0.196,0,0,0
V01360,122051.0,-4.331386333018451,0.4457474123078925,375.0,326.0,168.0,-5.570519875344129,27.0,26.0,0.26939051814752774,2,0.383,0,0,1
V01361,57765.0,1.1976576259164307,0.31656044933091937,97.0,595.0,237.0,-0.5353860255067422,24.0,18.0,0.37203374149774066,0,0.313,0,0,1
V01362,54713.0,0.26565947379755483,0.16946469870726172,403.0,136.0,196.0,0.3947409056909834,65.0,61.0,0.08351236744566384,0,0.246,0,0,0
V01363,69781.0,-2.034321016587761,0.274187239855614,447.0,156.0,214.0,1.0364564858152878,25.0,23.0,0.17168601664876632,4,0.49,0,0,1
V01364,134485.0,-4.176425095830226,0.3650663534684482,313.0,430.0,369.0,-8.949760489444957,5.0,1.0,0.6149072738237003,1,0.422,0,0,1
V01365,69174.0,-2.0659322938854867,0.24412108941893296,203.0,342.0,251.0,-5.12309549495634,15.0,11.0,0.5654540851961475,0,0.163,1,0,1
V01366,92234.0,-4.883196135062011,0.3041499876051137,221.0,417.0,173.0,-1.8056832984688245,38.0,37.0,0.4854206883170164,3,0.336,0,0,1
V01367,117563.0,-5.792941711685206,0.2966210804762287,331.0,355.0,106.0,-3.1386546239779056,25.0,23.0,0.52838911715814,0,0.456,0,0,1
V01368,64696.0,1.8040831356684413,0.11643931173612374,256.0,253.0,249.0,0.2785998638271254,25.0,26.0,0.004950638672027108,0,0.334,0,0,0
V01369,62889.0,-1.0061178382661646,0.37438477085076394,290.0,217.0,269.0,-2.618176067822711,2.0,1.0,0.1522383071107859,2,0.79,1,0,0
V01370,46667.0,0.8227323316658269,0.403710212670848,158.0,295.0,81.0,-2.252021769711686,62.0,63.0,0.44995091198701753,1,0.272,0,0,1
V01371,85002.0,-1.550692093301933,0.16144418348948045,391.0,218.0,345.0,0.8267243194499783,41.0,39.0,0.11752405299144769,0,0.049,0,0,0
V01372,130764.0,2.9562191359771144,0.2621356549837302,112.0,1168.0,301.0,-7.110608542105351,7.0,10.0,0.4377660059903267,1,0.527,0,0,1
V01373,65600.0,-1.5954916926932374,0.3848864406685646,265.0,248.0,430.0,3.6913837553547753,26.0,23.0,0.35649935427419044,5,0.174,0,0,1
V01374,68005.0,-7.725156024274492,0.2590421912043063,390.0,174.0,110.0,-5.632205678554949,32.0,26.0,0.3297133086081957,5,0.346,0,0,1
V01375,96647.0,2.269898703829005,0.07627431029948926,326.0,297.0,228.0,-0.2018505386902156,14.0,14.0,0.05436314963739042,0,0.025,0,0,0
V01376,109233.0,-1.010761737387482,0.4333538371720305,330.0,331.0,170.0,-9.42268386429401,39.0,35.0,0.4765360114238236,5,0.291,0,0,1
V01377,63344.0,-3.08266793899596,0.4173508998260077,488.0,130.0,260.0,-3.3156357108102736,40.0,36.0,0.4994624957648766,2,0.0,0,0,1
V01378,95670.0,-3.199961533554704,0.2015042615202638,182.0,526.0,309.0,-4.239704158236432,7.0,5.0,0.4070925259299815,2,0.299,0,0,0
V01379,63526.0,2.278063534979695,0.3590089501740783,331.0,192.0,231.0,-4.084562601018858,12.0,10.0,0.5709567494129549,1,0.107,0,0,1
V01380,51803.0,-2.9250242488190006,0.32575746842484693,413.0,125.0,215.0,1.2345351862799685,26.0,29.0,0.35282891394841387,1,0.087,0,0,1
V01381,136208.0,-0.7058968894688055,0.09556267337006079,367.0,371.0,247.0,-2.005091474329808,27.0,30.0,0.0,0,0.206,0,0,0
V01382,62698.0,-1.927406563123071,0.08718747997575943,439.0,143.0,164.0,-1.450644500339313,52.0,50.0,0.18927677210028326,0,0.404,0,0,0
V01383,88301.0,-6.477880905793892,0.3817173429686777,247.0,357.0,156.0,-3.027647406920899,33.0,31.0,0.5017713127749615,1,0.226,1,1,0
V01384,61607.0,-2.7637235900888886,0.4371343248239621,416.0,148.0,30.0,-3.7375753521129784,2.0,1.0,0.20500207808109291,1,0.226,0,0,1
V01385,92745.0,5.257109780709505,0.043620504976701245,366.0,253.0,292.0,1.6101812991974274,58.0,56.0,0.0,0,0.24,0,0,0
V01386,68461.0,0.29061242420040156,0.12182462995655409,316.0,216.0,321.0,2.8004670658253263,28.0,26.0,0.12604173751675946,1,0.094,0,0,1
V01387,60944.0,-3.4792306300320344,0.14003818479290284,204.0,299.0,288.0,-3.3923756264865506,54.0,52.0,0.16431451224509946,1,0.249,0,0,0
V01388,82634.0,-3.7737965531798676,0.4222157045050216,322.0,257.0,165.0,-2.3784674051925903,11.0,8.0,0.12359911302360117,6,0.257,0,0,1
V01389,59216.0,-2.756141270738258,0.18580240736692688,211.0,281.0,278.0,1.934950406468728,38.0,35.0,0.094178092700701,0,0.484,0,0,0
V01390,99344.0,-1.6463473411579204,0.20902483580706527,358.0,278.0,230.0,-0.6704584432544004,33.0,28.0,0.5744909078529422,4,0.399,0,0,1
V01391,102212.0,-1.2449656393086477,0.0858740478191342,369.0,277.0,272.0,-1.9511921243057382,4.0,6.0,0.14145634072661178,0,0.248,0,0,1
V01392,63943.0,-2.499138658855736,0.30050528907158597,569.0,112.0,320.0,-1.7134567013372362,33.0,31.0,0.4450151441007255,1,0.47,0,0,1
V01393,86453.0,0.08050810360922034,0.10119406337387984,288.0,300.0,259.0,2.757453766912097,32.0,33.0,0.11888090160225105,1,0.0,0,1,0
V01394,66029.0,1.4137400376739737,0.09341560263273076,146.0,451.0,232.0,-0.7904856048731378,23.0,17.0,0.10612621566501687,0,0.278,0,0,0
V01395,94814.0,1.9546975400464999,0.04343046120207353,219.0,433.0,161.0,-1.4956485921084515,38.0,35.0,0.1312686542427907,2,0.355,0,0,0
V01396,79760.0,3.754730907432439,0.12379543765108458,231.0,346.0,187.0,-0.8926102150071391,35.0,34.0,0.06856773529016116,0,0.23,0,0,0
V01397,76985.0,-3.5379708527947975,0.3334098142282661,338.0,228.0,271.0,-4.639733205831749,2.0,1.0,0.5161234969394471,3,0.63,0,0,1
V01398,96243.0,-2.950112975857742,0.2705864119475365,275.0,351.0,363.0,-8.930965346975395,19.0,17.0,0.6088768241505766,3,0.278,0,0,1
V01399,87256.0,-0.8623569156086215,0.20907898783534662,438.0,199.0,340.0,1.5375927745654843,28.0,29.0,0.08802887019001981,1,0.348,1,0,0
V01400,82056.0,1.1119147912242795,0.03109691353237326,303.0,271.0,265.0,-3.0228059987459854,21.0,17.0,0.007773055043443437,0,0.189,0,0,0
V01401,87883.0,-0.8691092242656862,0.14089808566076262,349.0,252.0,339.0,-1.8260760051277007,23.0,21.0,0.0,0,0.168,0,0,0
V01402,128928.0,7.711429431319984,0.074231776626964,279.0,461.0,309.0,2.2762878936837194,23.0,18.0,0.03903488945212022,0,0.151,0,0,0
V01403,59077.0,-0.21144521750043288,0.1441833987230059,376.0,157.0,306.0,4.023711550562778,9.0,7.0,0.1925213444527347,1,0.246,0,0,0
V01404,60718.0,1.8722871920580666,0.10790463906069453,175.0,348.0,188.0,-0.3487797654583885,6.0,3.0,0.051167765527843606,0,0.332,0,0,0
V01405,75254.0,-4.2064197498200855,0.40322857977714044,513.0,147.0,216.0,-6.929097727559493,12.0,16.0,0.4173336486013332,2,0.37,1,1,1
V01406,96671.0,-3.9662433122250405,0.3955394215628903,464.0,208.0,20.0,-5.055577674082427,11.0,8.0,0.32382426450257723,2,0.412,0,1,1
V01407,57622.0,-0.8680755147567638,0.17399603909832054,435.0,133.0,230.0,0.028247193986939645,22.0,21.0,0.07052440385777017,0,0.353,0,0,0
V01408,149105.0,0.38100138352029017,0.13601512935883775,297.0,501.0,193.0,4.473152012022034,16.0,13.0,0.0,0,0.115,0,0,0
V01409,71929.0,-0.6918842453823986,0.15219356640569043,327.0,220.0,285.0,0.867201510178637,30.0,29.0,0.0989427061623577,0,0.058,0,0,0
V01410,64295.0,1.7064423617456872,0.09613889600313269,271.0,237.0,288.0,0.32812741590401207,28.0,30.0,0.07685239853897545,0,0.064,0,0,0
V01411,86991.0,6.085930883789777,0.05478258527780783,310.0,280.0,230.0,3.560203909545031,33.0,34.0,0.08618774661345692,1,0.144,0,0,0
V01412,52074.0,2.890643651396858,0.07678918536993587,350.0,149.0,319.0,-3.274350284980298,7.0,3.0,0.3228733870299545,2,0.324,0,0,0
V01413,125915.0,-6.564400339655552,0.5056967271684298,130.0,968.0,20.0,-5.282307851659611,25.0,21.0,0.6512122018604336,2,0.365,0,0,1
V01414,81196.0,-0.5118941966134661,0.25954596914124073,319.0,254.0,387.0,-3.7812069159765085,48.0,49.0,0.36369223271358325,5,0.167,0,0,1
V01415,101077.0,3.471849328879772,0.12702054832902976,420.0,241.0,364.0,7.787540644954142,51.0,47.0,0.23965763870140924,1,0.043,1,0,0
V01416,90670.0,-6.859756886450545,0.14614566012411118,417.0,217.0,333.0,-3.962298984436122,28.0,25.0,0.3534283278978111,4,0.663,0,0,1
V01417,124727.0,2.5807628516251144,0.296502984268639,253.0,492.0,212.0,-4.895037724377753,3.0,1.0,0.3892696958709821,2,0.497,0,0,1
V01418,149199.0,-2.264402223891185,0.3178525938868933,298.0,501.0,315.0,-2.215097938975851,16.0,14.0,0.4146375190822673,1,0.395,0,0,1
V01419,46544.0,-3.0016209069742947,0.2781402537208978,408.0,114.0,167.0,-2.1383428866997685,2.0,6.0,0.2512628242440439,1,0.262,0,0,1
V01420,80365.0,0.4845689716846939,0.02,337.0,238.0,231.0,-0.663759400268016,15.0,10.0,0.0,0,0.0,0,0,0
V01421,154935.0,1.5039246866726264,0.1361298334119648,378.0,410.0,154.0,-0.12831445495449278,4.0,3.0,0.031087749836138087,1,0.292,1,0,1
V01422,117152.0,3.1003898694381102,0.13804530111933452,405.0,289.0,213.0,0.6618593936071148,35.0,34.0,0.0,0,0.077,0,0,1
V01423,65207.0,5.925003425198051,0.05306354724432072,273.0,239.0,216.0,0.2686589768085923,45.0,46.0,0.08577077449385534,0,0.209,0,0,1
V01424,92389.0,-1.0731465984060387,0.14448341812660298,98.0,947.0,133.0,5.262979952315325,29.0,30.0,0.1338712130646483,1,0.077,0,0,0
V01425,51945.0,-2.7548083874326803,0.16859076721457286,507.0,103.0,343.0,0.8531631389131706,26.0,22.0,0.14819960648447728,1,0.22,0,0,0
V01426,95852.0,-1.4197928303176701,0.2309170064279985,399.0,240.0,227.0,-3.3673510570681975,34.0,33.0,0.7440128557801342,2,0.415,0,0,1
V01427,103585.0,-2.243050508120815,0.36446127533672745,272.0,381.0,248.0,-3.2647140594809017,2.0,1.0,0.1623807101636094,0,0.534,1,0,1
V01428,81876.0,-2.491053941889163,0.06645653263818393,338.0,243.0,210.0,1.5846472501326099,44.0,42.0,0.0,0,0.215,0,0,0
V01429,105692.0,1.2995334406666905,0.042463743214275804,471.0,224.0,328.0,2.2505124741112494,31.0,27.0,0.15197269537066926,0,0.166,0,0,0
V01430,51427.0,-4.246473093115042,0.16995332320945652,359.0,143.0,62.0,0.026641783058508173,44.0,44.0,0.5250913946315889,1,0.396,1,0,1
V01431,127619.0,0.8051188917287518,0.17566757285410609,333.0,383.0,120.0,1.6025050484592749,20.0,16.0,0.01853626088953192,0,0.135,0,0,0
V01432,104343.0,-11.624132257086254,0.2610226415327922,263.0,397.0,328.0,-1.8595977509971853,37.0,28.0,0.32264091073289214,1,0.075,0,0,1
V01433,56352.0,1.7828678940431724,0.09525284159280789,413.0,137.0,167.0,2.5555557146595156,19.0,14.0,0.13779343964359037,0,0.243,0,0,0
V01434,95445.0,-7.131959241700613,0.47973383384414225,183.0,521.0,217.0,2.430238041308881,6.0,7.0,0.47702953482959504,2,0.189,0,0,1
V01435,57495.0,-2.8436686810794938,0.14937552651672067,273.0,210.0,90.0,-11.258599207870503,43.0,42.0,0.23157551776108865,1,0.028,0,0,1
V01436,62812.0,2.545594525064936,0.14475304142343226,519.0,121.0,360.0,5.899182185303168,39.0,38.0,0.16268694364765654,0,0.118,0,0,0
V01437,66229.0,2.844531492933225,0.02041666682327562,361.0,183.0,318.0,1.0406008581354456,28.0,26.0,0.0,0,0.143,0,0,1
V01438,109909.0,0.6384133645986202,0.10266251448721397,277.0,396.0,294.0,0.28685923251200696,32.0,25.0,0.13722608443130463,1,0.197,1,0,0
V01439,90449.0,2.2094234864305498,0.09094104939857303,366.0,247.0,268.0,0.5679269552694004,4.0,2.0,0.05371183967997301,0,0.196,0,0,0
V01440,46330.0,-0.36970232025932614,0.02,367.0,126.0,286.0,-0.5381892052595708,37.0,37.0,0.04892192269680958,0,0.244,0,0,0
V01441,95535.0,-0.805514201744582,0.11560639556851052,362.0,264.0,217.0,-1.246984486319103,30.0,31.0,0.30920364187736893,0,0.343,0,0,0
V01442,62597.0,-6.05361421436758,0.47830416327229947,427.0,146.0,255.0,-2.790194579063073,17.0,10.0,0.32798353159271776,0,0.424,0,0,1
V01443,58884.0,3.5820038982060045,0.21432740488990148,356.0,165.0,231.0,-0.10298566853448876,18.0,16.0,0.1365102393963043,1,0.268,0,0,0
V01444,59222.0,-8.526906308562415,0.5028703299419233,297.0,199.0,93.0,-6.018907236217249,34.0,33.0,0.5078506544518171,3,0.434,0,0,1
V01445,115068.0,-0.4715582019497204,0.16586248595124647,179.0,644.0,352.0,-3.1689309341535497,10.0,14.0,0.5775923672301162,0,0.609,0,1,1
V01446,123581.0,3.4307932839642756,0.07733501409863819,337.0,367.0,308.0,3.084413688322825,41.0,44.0,0.0,0,0.359,0,1,0
V01447,75310.0,-5.305140002149112,0.26116377329577933,285.0,264.0,315.0,-2.2784985723547173,37.0,41.0,0.8003432856158796,2,0.672,0,0,0
V01448,103827.0,-3.1250720207812623,0.21895431605228596,527.0,197.0,20.0,-11.466669857298898,45.0,44.0,0.6625774214485124,2,0.321,0,1,1
V01449,66136.0,0.6610608769324257,0.19891444478493464,198.0,334.0,256.0,-1.2429316255920615,48.0,46.0,0.7822500864578938,2,0.393,0,0,1
V01450,68213.0,2.3666072745788904,0.15749945524905015,239.0,286.0,289.0,1.9527661654900696,16.0,22.0,0.04927179504594451,0,0.406,0,0,0
V01451,84614.0,-1.1204871541100108,0.10994686401321112,441.0,192.0,249.0,3.12016553755351,15.0,10.0,0.08852583222914494,1,0.36,0,0,0
